	trp-L[-0.0]	utp[0.0]	his-L[0.0]	mobd[0.0]	dgtp[-0.0]	thmpp[0.0]	asn-L[-0.0]	nh4[0.0]	pydx5p[-0.0]	nadp[-0.0]	dctp[-0.0]	met-L[-0.0]	phe-L[0.0]	fe2[-0.0]	k[-0.0]	arg-L[-0.0]	fe3[0.0]	protein[-0.0]	pe160c[-0.0]	gly[-0.0]	dna[-0.0]	mlthf[0.0]	utp[-0.0]	pe160p[0.0]	atp[-0.0]	arg-L[0.0]	inorganic[-0.0]	mg2[-0.0]	murein[0.0]	sheme2[-0.0]	cu2[0.0]	pro-L[-0.0]	ser-L[0.0]	mg2[0.0]	met-L[0.0]	murein5px4p[0.0]	ser-L[-0.0]	lipids[0.0]	mn2[0.0]	dna[0.0]	lipids[-0.0]	ile-L[0.0]	k[0.0]	2ohph[-0.0]	lys-L[-0.0]	ribflv[0.0]	ctp[0.0]	lys-L[0.0]	pydx5p[0.0]	gtp[0.0]	his-L[-0.0]	zn2[0.0]	glu-L[0.0]	thr-L[-0.0]	cobalt2[0.0]	phe-L[-0.0]	nh4[-0.0]	2ohph[0.0]	ile-L[-0.0]	sheme2[0.0]	tyr-L[-0.0]	dctp[0.0]	thr-L[0.0]	murein5px4p[-0.0]	cobalt2[-0.0]	lps[0.0]	solublep[-0.0]	fad[-0.0]	dgtp[0.0]	mn2[-0.0]	mlthf[-0.0]	kdo2lipid4[0.0]	glu-L[-0.0]	asp-L[-0.0]	pe161p[0.0]	nadp[0.0]	cl[-0.0]	pheme[-0.0]	rna[-0.0]	amet2[-0.0]	ala-L[0.0]	val-L[-0.0]	protein[0.0]	gly[0.0]	lps[-0.0]	amet2[0.0]	pro-L[0.0]	dttp[-0.0]	gln-L[-0.0]	ala-L[-0.0]	fad[0.0]	nad[-0.0]	mobd[-0.0]	leu-L[0.0]	nad[0.0]	ctp[-0.0]	trp-L[0.0]	gln-L[0.0]	cys-L[-0.0]	dttp[0.0]	coa[0.0]	coa[-0.0]	10fthf[-0.0]	asp-L[0.0]	asn-L[0.0]	solublep[0.0]	udcpdp[-0.0]	pe161p[-0.0]	ca2[0.0]	so4[-0.0]	pe160p[-0.0]	pe160c[0.0]	cl[0.0]	pi[0.0]	rna[0.0]	atp[0.0]	tyr-L[0.0]	pi[-0.0]	thf[-0.0]	pheme[0.0]	pe161c[0.0]	ribflv[-0.0]	so4[0.0]	murein[-0.0]	original	fe3[-0.0]	thf[0.0]	gtp[-0.0]	pe161c[-0.0]	thmpp[-0.0]	udcpdp[0.0]	kdo2lipid4[-0.0]	ca2[-0.0]	fe2[0.0]	cu2[-0.0]	datp[-0.0]	cys-L[0.0]	val-L[0.0]	zn2[-0.0]	inorganic[0.0]	datp[0.0]	leu-L[-0.0]	10fthf[0.0]
M_atp_c	 59.984	 59.98355556269673	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 60.19065842706503	 59.984	 59.984	 59.9813769401511	 59.984	 59.98355556269673	 59.984	 59.941628670520004	 59.984	 59.97764749378512	 59.984	 59.98029455947646	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.99300885916588	 59.984	 59.9813769401511	 59.99300885916588	 59.984	 59.984	 59.984	 59.984	 59.984	 59.98241095546565	 59.984	 59.984	 59.996529164793934	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.98192330659154	 59.98101462103873	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.9759280323104	 59.984	 59.984	 59.984	 60.19065842706503	 59.984	 59.98192330659154	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.98241095546565	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.98101462103873	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.9759280323104	 59.941628670520004	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.98029455947646	 59.984	 59.984	 59.984	 59.996529164793934	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.984	 59.97764749378512	 59.984	 59.984	 59.984
M_leu_L_c	 0.42776878979967187	 0.4505	 0.427855682753144	 0.4505	 0.4505	 0.4505	 0.42860278861189294	 0.4505	 0.4505	 0.4505	 0.4505	 0.42811385157244997	 0.428384073736155	 0.4505	 0.4505	 0.4295924335850461	 0.4505	 0.42768573245608565	 0.4505	 0.4306616586646237	 0.4417304969753003	 0.4505	 0.4505	 0.4505	 0.4505	 0.4295924335850461	 0.4321177089582212	 0.4505	 0.43894062015229834	 0.4505	 0.4505	 0.4283417165855554	 0.4282461074011535	 0.4505	 0.42811385157244997	 0.4505	 0.4282461074011535	 0.4717122049148003	 0.4505	 0.4417304969753003	 0.4717122049148003	 0.4290080802221604	 0.4505	 0.4505	 0.42979568027516013	 0.4505	 0.4505	 0.42979568027516013	 0.4505	 0.4505	 0.427855682753144	 0.4505	 0.4289136469391621	 0.4285856722888201	 0.4505	 0.428384073736155	 0.4505	 0.4505	 0.4290080802221604	 0.4505	 0.4281144071176328	 0.4505	 0.4285856722888201	 0.4505	 0.4505	 0.4431387769869113	 0.4407966058611877	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4289136469391621	 0.4286019509711725	 0.4505	 0.4505	 0.4505	 0.4505	 0.5415501157723163	 0.4505	 0.4302901551528757	 0.43014983755591313	 0.42768573245608565	 0.4306616586646237	 0.4431387769869113	 0.4505	 0.4283417165855554	 0.4505	 0.4289139449459043	 0.4302901551528757	 0.4505	 0.4505	 0.4505	 0.3945842129918461	 0.4505	 0.4505	 0.42776878979967187	 0.4289139449459043	 0.42780515347391485	 0.4505	 0.4505	 0.4505	 0.4505	 0.4286019509711725	 0.42860278861189294	 0.4407966058611877	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.5415501157723163	 0.4505	 0.4281144071176328	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.43894062015229834	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.4505	 0.42780515347391485	 0.43014983755591313	 0.4505	 0.4321177089582212	 0.4505	 0.3945842129918461	 0.4505
M_fe2_c	 0.007106	 0.007106	 0.007106	 0.00677765510055962	 0.007106	 0.007106	 0.007106	 0.006780116476510366	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006583846197213099	 0.012986858601460056	 0.007106	 0.0067809137024358035	 0.015539085130235924	 0.007106	 0.007106	 0.006995880487659183	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006773447364461814	 0.006777378558558421	 0.0069516959793160735	 0.007106	 0.006775118520693126	 0.007106	 0.007106	 0.006777378558558421	 0.007106	 0.007106	 0.007106	 0.007470714004921119	 0.006774892096038052	 0.006995880487659183	 0.007470714004921119	 0.007106	 0.012986858601460056	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006775128598099428	 0.007106	 0.007106	 0.006774997183814666	 0.007106	 0.006780116476510366	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006774997183814666	 0.007018184038629404	 0.00698109004265356	 0.007106	 0.007106	 0.006774892096038052	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006775505791079905	 0.007106	 0.00857676776668866	 0.007106	 0.007106	 0.007106	 0.015539085130235924	 0.007106	 0.007018184038629404	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.00677765510055962	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.00698109004265356	 0.007106	 0.007106	 0.006775799844797665	 0.0067774084482407895	 0.007106	 0.007106	 0.006775505791079905	 0.006777404982505672	 0.00857676776668866	 0.007106	 0.007106	 0.006777404982505672	 0.007106	 0.007106	 0.007106	 0.007106	 0.0067774084482407895	 0.0069516959793160735	 0.007106	 0.0067809137024358035	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.007106	 0.006775799844797665	 0.006583846197213099	 0.006775118520693126	 0.007106	 0.007106	 0.007106	 0.006775128598099428	 0.006773447364461814	 0.007106	 0.007106	 0.007106
M_so4_c	 0.003948	 0.003948	 0.003948	 0.003767997066395033	 0.003948	 0.003948	 0.003948	 0.003769365453724295	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003769808666738785	 0.007219966844867654	 0.003948	 0.003769808666738785	 0.008638862012963329	 0.003948	 0.003948	 0.003889318173209127	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003765657800522477	 0.0037678433245132486	 0.0038647540584309643	 0.003948	 0.0037665868698958287	 0.003948	 0.003948	 0.0037678433245132486	 0.003948	 0.003948	 0.003948	 0.004153299044693908	 0.0037664609904547214	 0.003889318173209127	 0.004153299044693908	 0.003948	 0.007219966844867654	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.0037665924723699613	 0.003948	 0.003948	 0.003766519413379482	 0.003948	 0.003769365453724295	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003766519413379482	 0.0039017176997974664	 0.0038810955132234834	 0.003948	 0.003948	 0.0037664609904547214	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.0037668021705654013	 0.003948	 0.004768203059103137	 0.003948	 0.003948	 0.003948	 0.008638862012963329	 0.003948	 0.0039017176997974664	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003767997066395033	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.0038810955132234834	 0.003948	 0.003948	 0.0037669656479819183	 0.003706983025469619	 0.003948	 0.003948	 0.0037668021705654013	 0.003767858014749657	 0.004768203059103137	 0.003948	 0.003948	 0.003767858014749657	 0.003948	 0.003948	 0.003948	 0.003948	 0.003706983025469619	 0.0038647540584309643	 0.003948	 0.003769808666738785	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.003948	 0.0037669656479819183	 0.003769808666738785	 0.0037665868698958287	 0.003948	 0.003948	 0.003948	 0.0037665924723699613	 0.003765657800522477	 0.003948	 0.003948	 0.003948
M_mlthf_c	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018934927502839824	 2.23E-4	 2.23E-4	 0.0018925815420308642	 0.0019066496408926925	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 2.23E-4	 0.0019534313524771853	 0.0018148471854135069	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 0.0019410938913036451	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002086017190880614	 2.23E-4	 0.0019534313524771853	 0.002086017190880614	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.0018932564600182419	 2.23E-4	 2.23E-4	 0.0018925815420308642	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019596590826126067	 0.0018913222530650901	 0.0018953534273887377	 2.23E-4	 2.23E-4	 0.0018148471854135069	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019066496408926925	 2.23E-4	 0.0018944826649711674	 0.002394856099660341	 0.0018933752048916966	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 0.0019596590826126067	 0.0018933752048916966	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018953534273887377	 0.002151440920923236	 2.23E-4	 2.23E-4	 0.002151440920923236	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019177786762765892	 0.0019177786762765892	 0.001893745616239806	 2.23E-4	 2.23E-4	 0.0018913222530650901	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002394856099660341	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018193708249372783	 0.0018944826649711674	 2.23E-4	 0.0018932564600182419	 2.23E-4	 0.0019410938913036451	 2.23E-4	 2.23E-4	 0.0018193708249372783	 2.23E-4	 2.23E-4	 0.0018934927502839824	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 2.23E-4	 0.001893745616239806
M_nadp_c	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0037869855005679648	 4.47E-4	 4.47E-4	 0.0037851630840617283	 0.0034958729134166046	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.008677831514063353	 4.47E-4	 4.47E-4	 0.003906862704954371	 0.0037873265447107463	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0038218428947947415	 4.47E-4	 0.0038821877826072902	 0.003796618077669686	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.004172034381761228	 4.47E-4	 0.003906862704954371	 0.004172034381761228	 4.47E-4	 4.47E-4	 0.003789362384662479	 4.47E-4	 0.0037865129200364838	 4.47E-4	 4.47E-4	 0.0037851630840617283	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.003789362384662479	 4.47E-4	 0.003796618077669686	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0039193181652252135	 0.0037826445061301802	 0.0037907068547774754	 4.47E-4	 4.47E-4	 0.0037873265447107463	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0034958729134166046	 4.47E-4	 0.0037889653299423348	 0.004789712199320682	 0.003786750409783393	 4.47E-4	 4.47E-4	 0.008677831514063353	 4.47E-4	 0.0039193181652252135	 0.003786750409783393	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0037907068547774754	 0.004302881841846472	 4.47E-4	 4.47E-4	 0.004302881841846472	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0038355573525531783	 0.0038355573525531783	 0.003787491232479612	 4.47E-4	 4.47E-4	 0.0037826445061301802	 0.0037832275540026277	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.004789712199320682	 4.47E-4	 4.47E-4	 4.47E-4	 0.003796766733496216	 0.0037889653299423348	 4.47E-4	 0.0037865129200364838	 4.47E-4	 0.0038821877826072902	 4.47E-4	 4.47E-4	 0.003796766733496216	 4.47E-4	 4.47E-4	 0.0037869855005679648	 0.0037832275540026277	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 4.47E-4	 0.0038218428947947415	 4.47E-4	 4.47E-4	 0.003787491232479612
M_nh4_c	 0.011843	 0.011843	 0.011843	 0.011280293104427899	 0.011843	 0.011843	 0.011843	 0.010738574247315292	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011285716511746301	 0.021614491938094362	 0.011843	 0.011285716511746301	 0.025862253573399652	 0.011843	 0.011843	 0.011643493399041159	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011273290019174207	 0.01127983284571262	 0.011569955545994583	 0.011843	 0.011276071384090657	 0.011843	 0.011843	 0.01127983284571262	 0.011843	 0.011843	 0.011843	 0.012433775756442141	 0.011275694537461934	 0.011643493399041159	 0.012433775756442141	 0.011843	 0.021614491938094362	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.01127608815627737	 0.011843	 0.011843	 0.011275869438796438	 0.011843	 0.010738574247315292	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011275869438796438	 0.011680613994362227	 0.011618877133926906	 0.011843	 0.011843	 0.011275694537461934	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011276715932007115	 0.011843	 0.014274620478824484	 0.011843	 0.011843	 0.011843	 0.025862253573399652	 0.011843	 0.011680613994362227	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011280293104427899	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011618877133926906	 0.011843	 0.011843	 0.011277205336096814	 0.01127988259217698	 0.011843	 0.011843	 0.011276715932007115	 0.011279876824030421	 0.014274620478824484	 0.011843	 0.011843	 0.011279876824030421	 0.011843	 0.011843	 0.011843	 0.011843	 0.01127988259217698	 0.011569955545994583	 0.011843	 0.011285716511746301	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011843	 0.011277205336096814	 0.011285716511746301	 0.011276071384090657	 0.011843	 0.011843	 0.011843	 0.01127608815627737	 0.011273290019174207	 0.011843	 0.011843	 0.011843
M_zn2_c	 0.003158	 0.003158	 0.003158	 0.0030096580341645858	 0.003158	 0.003158	 0.003158	 0.003010751022786071	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030111050356970166	 0.005766891756592402	 0.003158	 0.0030111050356970166	 0.006900223117272596	 0.003158	 0.003158	 0.0031065623144500565	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003007789563939337	 0.0030095352340451724	 0.0030869419208851097	 0.003158	 0.0030085316507972967	 0.003158	 0.003158	 0.0030095352340451724	 0.003158	 0.003158	 0.003158	 0.0033174149602272097	 0.0030084311055833305	 0.0031065623144500565	 0.0033174149602272097	 0.003158	 0.005766891756592402	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0029697103876980013	 0.003158	 0.003158	 0.0030084777704351834	 0.003158	 0.003010751022786071	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030084777704351834	 0.003116466338831938	 0.0030999945294300775	 0.003158	 0.003158	 0.0030084311055833305	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030087036205145032	 0.003158	 0.003808564707585524	 0.003158	 0.003158	 0.003158	 0.006900223117272596	 0.003158	 0.003116466338831938	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030096580341645858	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030999945294300775	 0.003158	 0.003158	 0.003008834196815746	 0.0030095485067362943	 0.003158	 0.003158	 0.0030087036205145032	 0.0030095469677560147	 0.003808564707585524	 0.003158	 0.003158	 0.0030095469677560147	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030095485067362943	 0.0030869419208851097	 0.003158	 0.0030111050356970166	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003008834196815746	 0.0030111050356970166	 0.0030085316507972967	 0.003158	 0.003158	 0.003158	 0.0029697103876980013	 0.003007789563939337	 0.003158	 0.003158	 0.003158
M_h2o_c	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462	 54.462
M_ile_L_c	 0.27585090226057624	 0.2905	 0.2759069360343973	 0.2905	 0.2905	 0.2905	 0.27638871457957026	 0.2905	 0.2905	 0.2905	 0.2905	 0.27607341873121694	 0.27624767414546475	 0.2905	 0.2905	 0.27702689685296567	 0.2905	 0.275797341917433	 0.2905	 0.2777163971389946	 0.2848542461541284	 0.2905	 0.2905	 0.2905	 0.2905	 0.27702689685296567	 0.2786553454606189	 0.2905	 0.28305516670473385	 0.2905	 0.2905	 0.276220359721204	 0.27615870520032604	 0.2905	 0.27607341873121694	 0.2905	 0.27615870520032604	 0.30418824476187467	 0.2905	 0.2848542461541284	 0.30418824476187467	 0.2616224346069892	 0.2905	 0.2905	 0.2771579624757655	 0.2905	 0.2905	 0.2771579624757655	 0.2905	 0.2905	 0.2759069360343973	 0.2905	 0.2765891746226991	 0.2763776769506557	 0.2905	 0.27624767414546475	 0.2905	 0.2905	 0.2616224346069892	 0.2905	 0.27607377697998026	 0.2905	 0.2763776769506557	 0.2905	 0.2905	 0.28576238934059217	 0.28425201730390826	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2765891746226991	 0.276388174418731	 0.2905	 0.2905	 0.2905	 0.2905	 0.34922390697337297	 0.2905	 0.2774768294534777	 0.27738634427398795	 0.275797341917433	 0.2777163971389946	 0.28576238934059217	 0.2905	 0.276220359721204	 0.2905	 0.2765893667952715	 0.2774768294534777	 0.2905	 0.2905	 0.2905	 0.27785688436845013	 0.2905	 0.2905	 0.27585090226057624	 0.2765893667952715	 0.2758743517327879	 0.2905	 0.2905	 0.2905	 0.2905	 0.276388174418731	 0.27638871457957026	 0.28425201730390826	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.34922390697337297	 0.2905	 0.27607377697998026	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.28305516670473385	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2905	 0.2758743517327879	 0.27738634427398795	 0.2905	 0.2786553454606189	 0.2905	 0.27785688436845013	 0.2905
M_udcpdp_c	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.692973361830083E-4	 5.5E-5	 5.5E-5	 4.6907149554758354E-4	 4.725582378760266E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 0.0010753891750533797	 5.5E-5	 5.5E-5	 4.841529654636509E-4	 4.6933959964234927E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.7361699419449366E-4	 5.5E-5	 4.810951572607225E-4	 4.7049104098429085E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.17014026467971E-4	 5.5E-5	 4.841529654636509E-4	 5.17014026467971E-4	 5.5E-5	 5.5E-5	 4.695918885053778E-4	 5.5E-5	 4.692387722448779E-4	 5.5E-5	 5.5E-5	 4.6907149554758354E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.695918885053778E-4	 5.5E-5	 4.7049104098429085E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.8569649245237655E-4	 4.68759383997627E-4	 4.697585002453621E-4	 5.5E-5	 5.5E-5	 4.6933959964234927E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.725582378760266E-4	 5.5E-5	 4.6954268400685114E-4	 5.935589602567356E-4	 4.6926820285811334E-4	 5.5E-5	 5.5E-5	 0.0010753891750533797	 5.5E-5	 4.8569649245237655E-4	 4.6926820285811334E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.697585002453621E-4	 5.332291306597107E-4	 5.5E-5	 5.5E-5	 5.332291306597107E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.753165408371368E-4	 4.753165408371368E-4	 4.69360008363539E-4	 5.5E-5	 5.5E-5	 4.68759383997627E-4	 4.639953348572877E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.935589602567356E-4	 5.5E-5	 5.5E-5	 5.5E-5	 4.7050946296752475E-4	 4.6954268400685114E-4	 5.5E-5	 4.692387722448779E-4	 5.5E-5	 4.810951572607225E-4	 5.5E-5	 5.5E-5	 4.7050946296752475E-4	 5.5E-5	 5.5E-5	 4.692973361830083E-4	 4.639953348572877E-4	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 5.5E-5	 4.7361699419449366E-4	 5.5E-5	 5.5E-5	 4.69360008363539E-4
