k;0.72581;38.9637
nh4;0.04839;18.039
mg2;0.03226;23.985
ca2;0.01935;39.9626
fe;0.02903;55.9349
fe3;0.02903;55.9349
cu2;0.0129;63.546
mn2;0.0129;54.938
mobd;0.0129;159.94
cobalt2;0.0129;58.9332
zn2;0.0129;63.9291
cl;0.019355;34.9689
so4;0.01613;96.062
pi;0.01613;95.978
