coa;0.107382081;763.508
nad;0.341291887;662.422
nadp;0.083241924;740.385
fad;0.041620962;783.541
thf;0.041620962;443.42
mlthf;0.041620962;455.431
10fthf;0.041620962;471.43
thmpp;0.041620962;422.295
pydx5p;0.041620962;245.127
pheme;0.041620962;614.5729
sheme2;0.041620962;1355.91
udcpdp;0.010315649;924.258
amet2;0.041620962;399.45
2ohph;0.041558841;655.064
ribflv;0.041620962;376.369
