k;0.714285714;38.9637
nh4;0.047619048;18.039
mg2;0.031746032;23.985
ca2;0.019047619;39.9626
fe2;0.028571429;55.9349
fe3;0.028571429;55.9349
cu2;0.012698413;63.546
mn2;0.012698413;54.938
mobd;0.012698413;159.94
cobalt2;0.012698413;58.9332
zn2;0.012698413;63.9291
cl;0.019047619;34.9689
so4;0.015873016;96.062
pi;0.015873016;95.978
